TEXT,FROM_USER
"RT @TailsSpinPets: #WPAGoodWorks Low Cost Vax @TailsSpinPets , serving well over 12,500 pets, per yr. Thanks Dr. Lester and Dr. Martin. httâ€¦",furtheloveofare
"RT @whereisdaz: Be warned. Health Australia Party is a scam. They're anti-vax, anti-fluoride, anti-health. The full house of quackery.",Sir_Jyrki
RT @doritmi: #Vaxxed: An epidemic of fear #vaccines #vaccineswork https://t.co/k0Kwk2JtR7,yayayarndiva
3 ways you can help defeat measles and #endpolio: https://t.co/WKv9xegQcW #VaccinesWork https://t.co/6bz471vrdH,ShotAtLife
@CriticalRole players as @Undertale songs pt. 1: Matt: Heartache Vax: Death by Glamour Vex: Ghost Fight Pike: Tem Shop,TheRealRBlack
RT @MBradyMD: App with quick vaccine facts available from Ohio AAP https://t.co/oEb6tigkVx,NCHforDocs
RT @CSKidsAction: Support SB 977 to stop endangering children from secondhand smoke exposure @DrPanMD https://t.co/kLM0fHfvz3 https://t.co/â€¦,DrPanMD
"RT @theaceofspaeder: #Astros Jose Altuve is batting .342/.398/.531 with 109 R, 227 H, 50 2B, 6 3B, 21 HR, 81 RBI, 53 BB, 14 HBP, &amp; 38 SB ovâ€¦",aj_reveron
"RT @theaceofspaeder: #Astros Jose Altuve is batting .342/.398/.531 with 109 R, 227 H, 50 2B, 6 3B, 21 HR, 81 RBI, 53 BB, 14 HBP, &amp; 38 SB ovâ€¦",Moonlightswami
RT @SilentSpring05: Forced vaccination is law on July 1st! Join hundreds to protest #SB277. Sacramento!  .@DrPanMD https://t.co/PoRBDM6cKO,dmilat68
Commentary: Isolated gains in #immunization need to become the norm https://t.co/3X4TSlGLaI #VaccinesWork,cle4charity
Pastor Boling Interviews Barbara Loe Fisher about California SB 277 and forced vaccination in America.  https://t.co/6WvLVVs1AL,NVICLoeDown
RT @PreventionTips: The Autism-Vaccine Myth https://t.co/uCVRGwFph6 via @novapbs #vaccineswork https://t.co/Ps50BtnwMZ,KELLYCLELLAND1
RT @VaxCalc: Shameless @centegrahealth refuses to treat kids not fully vaccinated according to CDC schedule #Unethical https://t.co/fhlJSlYâ€¦,Subscatter
#HistioMom on FB has passed 400 likes! #HistioAware #VaccinesWork #DonateLife https://t.co/FKRlhjqPSn... https://t.co/MWGJrGMGFV,amifox73
@JerryBrownGov @GovPressOffice @caleg @CASenateDems @BenAllenCA @SenHannahBeth FACT #SB277 #HEARUS #VAXXED #FAPE https://t.co/vMi8JMf9f6,dmilat68
RT @A_Rappagliosi: #vaccineswork #protect #immusize #prevent  https://t.co/7urXepKWtF thanks @Voices4Vaccines,PubHealthSci
"SB 277 RALLY, Santa Monica City Hall https://t.co/MqBWHc33rP",MyBrigitte
"RT @theaceofspaeder: #Astros Jose Altuve is batting .342/.398/.531 with 109 R, 227 H, 50 2B, 6 3B, 21 HR, 81 RBI, 53 BB, 14 HBP, &amp; 38 SB ovâ€¦",LoveClaudiaXOXO
RT @gavi: Immunisation = 1 of the best investments we can make for future generations v/@UNICEF_SA #vaccineswork #globalhealth https://t.coâ€¦,icm2016
RT @simonhendel: Don't be fooled on July 2 by the misnamed Health Australia Party. Anti-vax. Anti-fluoride. Anti science. #auspol https://tâ€¦,canthavepudding
RT @RachelLG83: #AB72 to #endsurprisemedicalbills on call in Senate Health Committee with 4 bipartisan votes (including @CASenatorJim @DrPaâ€¦,healthaccess
@JosephLaurino - So true! I once wrote a fairly decent Strat-o-Matic type baseball game in Cobol running on a dusty VAX. #oldschool,vdashcom
How the HELL can u be PRO #Vaccination for US kids and open borders w/ NO vax for immigrants at the same time?  It's not logical. #liblogic,kindabummed2016
"We are proud to announce Fast VAX Facts, now available for FREE in the App Store and on Google Play. https://t.co/K44EzTpW1i",OHPediatricians
#AB72 to #endsurprisemedicalbills on call in Senate Health Committee with 4 bipartisan votes (including @CASenatorJim @DrPanMD),RachelLG83
Senator @DrPanMD says he will give a courtesy vote on #AB72.,healthaccess
"Dear Senator @DrPanMD, please support CA's AB 72 today to #endsurprisemedicalbills https://t.co/cfRbVaJQNc",ConsumersUnion
@kendrawcandraw Your work is so wonderful! Starting following via your #CriticalRole art. Bloody Gilmore held by Vax is my phone background.,dreadpiraterose
"Questions from the Senate Health Committee on #AB72: First Senator @GeneralRoth, now Senator @DrPanMD. #EndSurpriseMedicalBills",healthaccess
RT @doritmi: #Vaxxed: An epidemic of fear #vaccines #vaccineswork https://t.co/k0Kwk2JtR7,lizditz
RT @ChristiAnne67: Unvaccinated 6yr old boy dies https://t.co/lgBfgoWyrV from #diphtheria.  #VaccinesWork ðŸ’‰ #Science #Education https://t.câ€¦,98cowboys
NIH official says there's no way to do Zika vax trial without $$ from Congress https://t.co/l6KpaH9zEm via @rking_19,pw_cunningham
https://t.co/OEbOB5y4yQ Nike Sb Dunk High Premium Ale Brown/Ale Brown-TR Yellow 313171-227 Size   10,PartyBoyBoi
Too much fun celebrating allowance of #BrewsOnBikes w/ @OTCbike @AngeliqueAshby @DrPanMD @Steinberg4Sac https://t.co/5NYN4qCnCz,jordyntruee
RT @and_kell: Just saw new Merck #HPV vax commrcl Most dangerous &amp; expensive vaccine out there. This country needs to get rid of direct toâ€¦,Nemo_III
"RT @SilentSpring05: CA lost when @JerryBrownGov signed #SB277. BUT we are #NotGoingAway! Join #SB277vigil in Santa Monica, Sac &amp; SF. https:â€¦",the1ness
"RT @SilentSpring05: CA lost when @JerryBrownGov signed #SB277. BUT we are #NotGoingAway! Join #SB277vigil in Santa Monica, Sac &amp; SF. https:â€¦",EvelynPringle
"@EllynStecker WVAFP chapter is working with state emergency officials to respond, delivered 150 doses tetanus vax yesterday, urgent need.",Drwandafiler
Vaccination under duress or threat of losing your child's doctor or school is NOT ethical.  #informedconsent has vanished w #sb277 #Vaxxed,LeahinLA
"Disabled CA Boy to SB277 Lawmakers: ""I Love Going To School. Please Don't Take That Away From Me.""  https://t.co/LVLaTZMZpj",NVICLoeDown
[Leaked Document] CA Pediatricians Directed to Violate Patient Rights - Jefferey Jaxen #Vaxxed #sb277  https://t.co/nvAooZUhw8,LeahinLA
RT @debnantz: .@ShantelWireman1 @LaLaRueFrench75 The Guilt Involved When Your Child is Injured by #Vaccines https://t.co/9RhJ5H5a71 #SB277,ShantelWireman1
Power &amp; Poverty - Some lawmakers pass without making eye contact - https://t.co/jtYfx4M0Sc @DrPanMD @bayareahomeless https://t.co/ZrjRkr6bzC,CALmatters
"RT @morninggloria: ""Crystal Pepsi"" sounds like the name of a troubled teen-turned-anti-vax activist mom",ibookery
"RT @whereisdaz: Be warned. Health Australia Party is a scam. They're anti-vax, anti-fluoride, anti-health. The full house of quackery.",SirenofBrixton
RT @slealey53: Join us! #VaxXed #sb277 https://t.co/AQwKHNsFwB https://t.co/xR2RV7zar2,DotFranny
"RT @kristieburchit: See #Vaxxed Ontario Palace Stadium 22 4900 East 4th Street Ontario Wed, August 10, 2016! @GathrFilms https://t.co/nypGqâ€¦",DotFranny
@ManilSuri @JoelAchenbach I once attended an event where they panned GOP for climate change and followed it up with anti-vax nonsense! SMH!,kaushik_k_
"RT @morninggloria: ""Crystal Pepsi"" sounds like the name of a troubled teen-turned-anti-vax activist mom",jimmyh740
"@itsmepanda1 @GeoffSchuler @dkegel @GidMK If you exclude the ones who incorrectly correlate vax injury, there aren't that many.",Awithonelison
The Wall Street Journal of anti-vax carnival barkers,TheStartupBot
"RT @morninggloria: ""Crystal Pepsi"" sounds like the name of a troubled teen-turned-anti-vax activist mom",oMyAngelShawnO
Crystal Pepsi sounds like the name of a troubled teen-turned-anti-vax activist mom,morninggloria
I give my heart to this man....sorry Vax...he holds my heart gently unlike you who holds it at a distance. https://t.co/7xTEVMrLZD,hippy_time_
".@itsmepanda1 @GeoffSchuler @dkegel @GidMK IOW, if you're scared of vax injury, you should be TERRIFIED of exercise injury.",Awithonelison
@Damn_It_Dillon it was Vax but then I found the true heart Gilmore...damn that man...he took my heart and holds it gently unlike Vax,hippy_time_
".@itsmepanda1 @GeoffSchuler @dkegel @GidMK Injury from vax is significantly rarer and unforseen, usually less consequential.",Awithonelison
@FoldableHuman my mother-in-law preaches about this stuff constantly. She's also anti-vax and believes that Obama has been to Mars.....,FordDiem
RT @EndPolioNow: Follow one mom in Haiti who walks miles to get her daughter a lifesaving vaccine: https://t.co/UyYyr2tYZ1 â€¦ #VaccinesWorkâ€¦,ShotAtLife
RT @CMSRIResearch: Vaccine Injuries and Exemptions: Your rights to refuse from #AutismOne 2015 #vaxchoice https://t.co/9oSo03eyVh https://tâ€¦,BethIsAwake
#VaccinesWork #StopMeasles! https://t.co/XcjDgSMn8w,cmaphysicians
"#WPAGoodWorks Low Cost Vax @TailsSpinPets , serving well over 12,500 pets, per yr. Thanks Dr. Lester and Dr. Martin. https://t.co/xv0NfWjW5Y",TailsSpinPets
"RT @morninggloria: ""Crystal Pepsi"" sounds like the name of a troubled teen-turned-anti-vax activist mom",MetricButtload
"@itsmepanda1 @GeoffSchuler @dkegel @GidMK @BioWonk So clearly, exercise is more dangerous than vax, benefits maybe less certain. Avoid it?",Awithonelison
"RT @morninggloria: ""Crystal Pepsi"" sounds like the name of a troubled teen-turned-anti-vax activist mom",imaginaryerika
"@itsmepanda1 @GeoffSchuler @dkegel @GidMK @BioWonk Docs recommend exercise against disease, but people hurt well outnumber vax hurt.",Awithonelison
Making things happen for Sacramento!  Thanks @Steinberg4Sac and @AngeliqueAshby for joining @DrPanMD on @OTCbike https://t.co/mmW4OeeV0l,ShannanVelayas
"RT @ConsumersUnion: Dear Senator @DrPanMD, please support CA's AB 72 today to #endsurprisemedicalbills https://t.co/cfRbVaJQNc",yayayarndiva
"RT @morninggloria: ""Crystal Pepsi"" sounds like the name of a troubled teen-turned-anti-vax activist mom",JacobG88
"RT @morninggloria: ""Crystal Pepsi"" sounds like the name of a troubled teen-turned-anti-vax activist mom",douglasjfresh
"RT @morninggloria: ""Crystal Pepsi"" sounds like the name of a troubled teen-turned-anti-vax activist mom",sigil66
Join us! #VaxXed #sb277 https://t.co/AQwKHNsFwB https://t.co/xR2RV7zar2,slealey53
@Juliann990 @truthvaxwarrior @TannersDad @RepAndreCarson @mission2heal That kind of behavior is what's killing vaccine choice. Shameful.,joegooding
"RT @morninggloria: ""Crystal Pepsi"" sounds like the name of a troubled teen-turned-anti-vax activist mom",RaiderUte
RT @debnantz: .@joegooding @2AorGTFO #Mississippi Doc Questions Required  #Vaccines Publically https://t.co/8xvPdNgBi6 #SB277 #parents #babâ€¦,joegooding
RT @Stutzy6: @HealthRanger https://t.co/UBoTAdyk5I #SB277vigil #SB277 #VAXXED #CDCwhistleblower,donnaschwartz4
"RT @SilentSpring05: CA lost when @JerryBrownGov signed #SB277. BUT we are #NotGoingAway! Join #SB277vigil in Santa Monica, Sac &amp; SF. https:â€¦",donnaschwartz4
"RT @handmadekathy: Quite simply, #vaxxed is wrong, Hooker is wrong, Wakefield is wrong #vaccineswork #autism #CDCwhistleblower  https://t.câ€¦",lizditz
RT @doritmi: #Vaccines help eradicate disease #vaccineswork https://t.co/Z8zfXD2xDS,lizditz
SB277 Rally &amp; Candlelight Vigil at SM City Hall - July 1 - 4pm-9pm - speakers &amp; music https://t.co/ROdWkWoHAw https://t.co/ygGkGUTGFX,LighthousePR_LA
RT @SilentSpring05: Forced vaccination is law on July 1st! Join hundreds to protest #SB277. Sacramento!  .@DrPanMD https://t.co/PoRBDM6cKO,donnaschwartz4
@GeneralRoth @doclobby @SenateRepCaucus @BethGaines_ @TedGaines @Stone4Senate @DrPanMD  Shameful! #T1D #Awareness  https://t.co/f3gKbDLRjw,EaseT1d
RT @lauramedison: Officially became a #DefeatDD superhero at VASE! Join our fight to make #vaccineswork to destroy Shigella &amp; ETEC! ðŸ’©ðŸ’ª httpâ€¦,newhousel
RT @HopeLizzy: ETEC and Shigella: There ain't enough room for all of us in this town. Or any town. #vaccineswork #DefeatDD https://t.co/JHhâ€¦,newhousel
"RT @gavi: That's how #vaccineswork! RT @unicefturk: Vaccines keep children alive &amp; healthy, saving up to 3M lives each year! https://t.co/1â€¦",ShotAtLife
July 1st Santa Monica City Hall ðŸ™ðŸ½ðŸ•¯sb277.now for #Healthfreedomrally #sb277vigil info,marcellakroll
"@aribertdeckers In your ignorant label of anti-vaxers, we were pro-vax until our kids suffered an injury.",waynerohde
RT @Iorverth: Such a beautiful scene ; Vax and the Raven Queen. #CriticalRole #criticalrolefanart @matthewmercer https://t.co/nbNnzNm1xM,GeminisRegio
RT @gavi: Here's a great @WHO explainer on #yellowfever vaccine supply in emergencies #infographic #vaccineswork #supplychain https://t.co/â€¦,EphraimRabin
"RT @morninggloria: ""Crystal Pepsi"" sounds like the name of a troubled teen-turned-anti-vax activist mom",AntonloRuiz
"RT @gavi: When we #fightpneumonia, prevention is better than cure â€“ #vaccines can help children avoid illness #vaccineswork #ISPPD10 #NoMorâ€¦",OrinLevine
"RT @morninggloria: ""Crystal Pepsi"" sounds like the name of a troubled teen-turned-anti-vax activist mom",hipknitter
Progress is being made towards a Zika vaccine. #vaccineswork #vaxxed #zika https://t.co/aZV9p8ih7e,MichelsonMedRF
Things a clueless anti-science populist says... Is he gonna court the anti-vax crowd next? #BernieSanders #resign https://t.co/XHOgxxbFy3,timpduffy
Letâ€™s explore a few things parents don't need to lose sleep over.  #5 is #vaccines https://t.co/GyUWWMOzjE #vaccineswork share widely,lizditz
@aribertdeckers we have documented cases of kids who suffered from MMR vax during the same time period.  Both sides lose.,waynerohde
RT @aspiring_dm: #criticalrolefanart @VoiceOfOBrien @CriticalRole @matthewmercer #CriticalRole finished vax &amp; raven queen! #critter https:/â€¦,tony_mcdowell
RT @MikeHartford6: @JonathanHoenig It is literally the opposite - mutual voluntary consent vs force.  Unfortunately most people can't underâ€¦,JonathanHoenig
#AIDS #hiv #vaccineswork https://t.co/ZqMawXV1uh,victa20
RT @WarGodArt: Still isn't a thing but it isn't a thing with #Vax now #CriticalRole #Sketch #Grog #Pike ... https://t.co/sp5H1rlJLA,Travmanman
"Vaccine preventable cancer? It's a no-brainer! All 3 of our kids (2 boys, 1 girl) rec'd HPV vaccine. #vaccineswork https://t.co/WsqOo2eMB8",klein5jen
"5. Maximize vax op by changing the convo &amp; get paid for ptnt engagement, HM's Robin Page says #ideashare2016 @McKideaShare @HealthMart",DSN_MikeJohnsen
"4. Maximize vax op by contacting local schools and gov. - get them to choose LOCAL, HM's Robin Page says #ideashare2016 @McKideaShare",DSN_MikeJohnsen
"3. Maximize vax op by talking to local MDs about Part D admin first, HM's Robin Page says #ideashare2016 @McKideaShare @HealthMart",DSN_MikeJohnsen
"2. Optimize vax op by maximizing medsync - talk to ptnts during pickup, HM's Robin Page says #ideashare2016 @McKideaShare @HealthMart",DSN_MikeJohnsen
@vax There is a switch problem at Canal St. E trains are running with delays. ^JP,NYCTSubway
"1. To optimize vax op: Spend time analyzing ptnt pop, HM's Robin Page says #ideashare2016 @McKideaShare @HealthMart @DrugStoreNews",DSN_MikeJohnsen
@NYCTSubway Whatâ€™s wrong with the E train now? Both ways not working. This is every day.,vax
The vax op: 25% of all patients getting flu shots @ their rxy ... Is it your pharmacy? #ideashare2016 @McKideaShare https://t.co/wEFDcUiBuv,DSN_MikeJohnsen
RT @SilentSpring05: Forced vaccination is law on July 1st! Join hundreds to protest #SB277. Sacramento!  .@DrPanMD https://t.co/PoRBDM6cKO,sapphirethrone
"RT @morninggloria: ""Crystal Pepsi"" sounds like the name of a troubled teen-turned-anti-vax activist mom",NerfHerder73
@PDRennert if HPV and HSV vax don't work well on infected people...why would tumor vax work?  is the immune system so different now?,Boston_Biotech
"RT @Drwandafiler: @EllynStecker WVAFP chapter is working with state emergency officials to respond, delivered 150 doses tetanus vax yesterdâ€¦",aafpprez
"RT @SilentSpring05: CA lost when @JerryBrownGov signed #SB277. BUT we are #NotGoingAway! Join #SB277vigil in Santa Monica, Sac &amp; SF. https:â€¦",SNCCLA
@FlygirlDx @TannersDad @BenAllenCA @tedlieu great â¤ï¸ sb277.now for #Healthfreedomrally #sb277vigil info #Vaxxed,DotFranny
"You see, they knew in 1988 that vaccines causes learning problems! #VaxXed #Getoffthebus #sb277... https://t.co/pwMg37heI4",slealey53
RT @ChristiAnne67: Unvaccinated 6yr old boy dies https://t.co/lgBfgoWyrV from #diphtheria.  #VaccinesWork ðŸ’‰ #Science #Education https://t.câ€¦,KittenKoder
RT @gateshealth: Reliable energy is critical for many things including helping #vaccineswork via @BillGates https://t.co/PxJvl8CUpg https:/â€¦,katannsky2
RT @healthyown: Link Between Diabetes &amp; vax? yep https://t.co/1hMO1lGWqi https://t.co/xKcrT9Ujdx  @google @housefloor @bostonglobe @wfaachaâ€¦,PWnorthwest
They are coming forward and telling the truth! Keep praying! Keep moving! #VaxXed #sb277 https://t.co/AQwKHNb4F3 https://t.co/lAQRoW7e9D,slealey53
RT @SilentSpring05: Forced vaccination is law on July 1st! Join hundreds to protest #SB277. Sacramento!  .@DrPanMD https://t.co/PoRBDM6cKO,NanaKerryL
RT @debnantz: .@LaLaRueFrench75 @VeritasDolor #Vaccine Manufacturer Admits on #FDA Website #DTAP Can Cause #Autism https://t.co/7pCp56EqNoâ€¦,MacRaider
RT @aspiritcan: Remember the #politicians that pushed #SB277. Let's make sure they are shown the door next #election. #JerryBrownGov https:â€¦,icansketchu
3. we only get each vax once or twice in a life and it's easy to study those who do vs those who don't. We all eat GMOs every day for years.,trabbez
This isn't comparable to like vaccine fears. 1. FDA studies much more extensively than USDA 2. Enviro exposure of vax nonexistent...,trabbez
@steaktweet heartworm meds. Rabies and Kennel cough vax. NO DOG PARKS EVER. Neuter @ 6 months. My puppy advice in 3 tweets. Xo,LauraAnnalina
@irkif10 immune system(antibodi) for certain disease(according to vax) . Its very useful for long term. Itulah org usually fkir short termâ˜¹ï¸,syafinazulkafli
@irkif10 mmg for the 1st vax kita akn develop demam tp later bnda tu akn menguatkn lg immune sbb bdn kita akn develop immune system (1),syafinazulkafli
RT @AndrewPulrang: But you must be aware that anti-vax stuff will probably be criticized. #CripTheVote (2/5),SFdirewolf
tuhan pls jgn temukan aku dengan anti-vax parents irl,spacatti
RT @gavi: #Vaccineswork RT @UNICEF: Immunization is 1 of the best investments we can make 4 future generations #foreverychild https://t.co/â€¦,GovindarajVR
Marcella Piper-Terry has issued the #1000by1 Challenge! #sb277 #VaxXed https://t.co/rGwZWURCyd,slealey53
https://t.co/SInPyMMsKh @realDonaldTrump stop saying vaccines cause autism. That has been proven to be false. #truth #vaccineswork #autism,matt_erion
"Plz RT to spread the word July 1 in Santa Monica, this law must be stopped #SB277 #HEARUS #VAXXED #FAPE #COERCION https://t.co/TamH8TlJfb",dmilat68
"I see much of my PC in Vax, a voice of reason and guidance. More often then not having to be the only one GETTING STUFF DONE. #CriticalRole",Red_Finch
RT @aspiesmom: .@delbigtree #FERPA #sb277  #SantaBarbaraCountyCA #medicalexemptionPilotProject o_0 #VAXXED #CDCwhistleblower  https://t.co/â€¦,dmilat68
@JerryBrownGov @GovPressOffice @caleg @CASenateDems @BenAllenCA @SenHannahBeth FACTS #SB277 #HEARUS #VAXXED #FAPE https://t.co/NKp5AfJbdv,dmilat68
RT @KentPage: Immunization: one of the best investments we can make for future generations #foreverychild v/@unicef #vaccineswork https://tâ€¦,ashanker
@JerryBrownGov @GovPressOffice @caleg @CASenateDems @BenAllenCA @SenHannahBeth #VACCINESKILL #VAXXED #SB277 #HEARUS https://t.co/W3I7UevbhR,dmilat68
"RT @fl0werb0ys: ""But how do you know that's the real Gilmore?"" *Vax grabs Gilmore by the face and makes out with him* ""It's ok! It's reallyâ€¦",afullmargin
@SpaceCoastLaw @GreenPartyUS Only on ballot in 20 states. Anti vax platform. Don't have a qualified candidate. Need to elect congress people,joe_nilo
RT @Hlth_Literacy: Development of Cost-Effective Educational Tool to Promote Acceptance of #HPV Vax by #Hispanic Moms https://t.co/tE8gVzc8â€¦,livinghispanic
"I also care abt vax safety. Fact is, vax are very safe. My bias? More like science, sweetheart. https://t.co/8vBY0kQ4WU",microbiomom
si vos agrada lo techno vax a fervos un favor https://t.co/RsHp6w0f6y ascolteula i disfruteu :-),orteli_99
